facility_id,facility_name,facility_type,district,mandal,village,latitude,longitude,department,source_layer,record_completeness_pct
TG-18-270,"SubCentre, Reddygudem",Sub Centre,Khammam,Konijerla,Konda Vanamala,17.154704,80.293104,,Health Sub Centre,100.0
TG-18-340,"SubCentre, Seetarampuram",Sub Centre,Khammam,Singareni,Usirikayalapally,17.524059,80.319222,,Health Sub Centre,100.0
TG-18-288,"SubCentre, Sitarampuram",Sub Centre,Khammam,Singareni,Usirikayalapally,17.524059,80.319222,,Health Sub Centre,100.0
TG-18-290,"SubCentre, Sri Nagar Colony",Sub Centre,Khammam,Khammam_Urban,Khanapuram Haveli,17.243843,80.173351,,Health Sub Centre,100.0
TG-18-293,"SubCentre, Sundaraiah Nagar",Sub Centre,Khammam,Nelakondapally,Mandrajupally,17.097646,80.010697,,Health Sub Centre,100.0
TG-8-38,Government General Hospital,Teaching Hospital,Khammam,Khammam_Urban,Khanapuram Haveli,17.249615,80.151971,Director of Medical Education,Medical Colleges,100.0
TG-15-128,UPHC Mamillagudem,Urban Primary Health Centre,Khammam,Khammam_Urban,Bhuranpuram,17.257816,80.137974,,Urban Primary Health Centre,100.0
TG-15-127,UPHC Paka Banda Bazar (Mustafa Nagar),Urban Primary Health Centre,Khammam,Khammam_Urban,Papakabanda,17.22991,80.149836,,Urban Primary Health Centre,100.0
TG-15-130,UPHC Srinivasa Nagar,Urban Primary Health Centre,Khammam,Khammam_Urban,Khammam,17.227969,80.140067,,Urban Primary Health Centre,100.0
TG-15-129,UPHC Venkateswara Nagar,Urban Primary Health Centre,Khammam,Khammam_Urban,Khammam,17.246937,80.128544,,Urban Primary Health Centre,100.0
TG-10-27,AH Khagznagar,Area Hospital,Kumurambheem Asifabad,Kagaznagar,Kothapet,19.35421,79.48052,TVVP,Area Hospital,100.0
TG-16-29,CHC Jainoor,Community Health Centre,Kumurambheem Asifabad,Jainoor,Jainoor,19.371234,78.910539,TVVP,Community Health Centre,100.0
TG-16-26,CHC Sirpur,Community Health Centre,Kumurambheem Asifabad,Sirpur_T,Sirpur,19.481594,79.57737,TVVP,Community Health Centre,100.0
TG-16-27,CHC Tiryani,Community Health Centre,Kumurambheem Asifabad,Tiryani,Chintapally,19.161,79.26026,TVVP,Community Health Centre,100.0
TG-16-30,CHC Wankhidi,Community Health Centre,Kumurambheem Asifabad,Wankidi,Boranjiguda (UI),19.476346,79.338337,TVVP,Community Health Centre,100.0
TG-16-28,"CHC, Bejjur",Community Health Centre,Kumurambheem Asifabad,Bejjur,Bejjur,19.343889,79.862725,TVVP,Community Health Centre,100.0
TG-17-403,"Primary Health Centre, Ada",Primary Health Centre,Kumurambheem Asifabad,Asifabad,Ada,19.40667,79.219176,,Primary Health Centre,100.0
TG-17-526,"Primary Health Centre, Babapur",Primary Health Centre,Kumurambheem Asifabad,Chintalamanepally,Balaji ankoda,19.491582,79.785368,,Primary Health Centre,100.0
TG-17-467,"Primary Health Centre, Batpally",Primary Health Centre,Kumurambheem Asifabad,Kagaznagar,Chinthaguda,19.352651,79.501848,,Primary Health Centre,100.0
TG-17-538,"Primary Health Centre, Bejjur",Primary Health Centre,Kumurambheem Asifabad,Bejjur,Bejjur,19.345972,79.862058,,Primary Health Centre,100.0
TG-17-511,"Primary Health Centre, Dahegaon",Primary Health Centre,Kumurambheem Asifabad,Dahegaon,Dahegaon1,19.26204,79.708611,,Primary Health Centre,100.0
TG-17-480,"Primary Health Centre, Esgaon",Primary Health Centre,Kumurambheem Asifabad,Kagaznagar,Easgaon,19.361231,79.535931,,Primary Health Centre,100.0
TG-17-404,"Primary Health Centre, Ginnedhari",Primary Health Centre,Kumurambheem Asifabad,Tiryani,Ginnedari,19.210787,79.234718,,Primary Health Centre,100.0
TG-17-332,"Primary Health Centre, Jainoor",Primary Health Centre,Kumurambheem Asifabad,Jainoor,Jainoor,19.37361,78.907932,,Primary Health Centre,100.0
TG-17-461,"Primary Health Centre, Kaghaznagar",Primary Health Centre,Kumurambheem Asifabad,Kagaznagar,Kothapet,19.344044,79.480056,,Primary Health Centre,100.0
TG-17-358,"Primary Health Centre, Kerameri",Primary Health Centre,Kumurambheem Asifabad,Kerameri,Kerameri,19.442649,79.048613,,Primary Health Centre,100.0
TG-17-514,"Primary Health Centre, Kouthala",Primary Health Centre,Kumurambheem Asifabad,Kouthala,Kouthala,19.522072,79.732298,,Primary Health Centre,100.0
TG-17-352,"Primary Health Centre, Lingapur",Primary Health Centre,Kumurambheem Asifabad,Lingapur,Lingapur,19.259903,79.013471,,Primary Health Centre,100.0
TG-17-499,"Primary Health Centre, Lonvelly",Primary Health Centre,Kumurambheem Asifabad,Sirpur_T,Loanvelly,19.547691,79.640803,,Primary Health Centre,100.0
TG-17-522,"Primary Health Centre, Penchikalpet",Primary Health Centre,Kumurambheem Asifabad,Penchikalpet,Yelkapalle,19.269759,79.76491,,Primary Health Centre,100.0
TG-17-442,"Primary Health Centre, Rebbana",Primary Health Centre,Kumurambheem Asifabad,Rebbena,Gangapur,19.249804,79.417055,,Primary Health Centre,100.0
TG-17-406,"Primary Health Centre, Rompalle",Primary Health Centre,Kumurambheem Asifabad,Tiryani,Rompally,19.105398,79.243075,,Primary Health Centre,100.0
TG-17-336,"Primary Health Centre, Sirpur",Primary Health Centre,Kumurambheem Asifabad,Sirpur_U,Bhurnur,19.343144,78.935365,,Primary Health Centre,100.0
TG-17-412,"Primary Health Centre, Tiryani",Primary Health Centre,Kumurambheem Asifabad,Tiryani,Chintapally,19.160135,79.260147,,Primary Health Centre,100.0
TG-17-325,"Primary Health Centre, Ushagaon",Primary Health Centre,Kumurambheem Asifabad,Jainoor,Ushegaon,19.38453,78.880902,,Primary Health Centre,100.0
TG-17-424,"Primary Health Centre, Wankidi",Primary Health Centre,Kumurambheem Asifabad,Wankidi,Wankidi (Kalan),19.493771,79.32279,,Primary Health Centre,100.0
TG-18-27,"SubCentre, Dhanora",Sub Centre,Kumurambheem Asifabad,Sirpur_U,Dhanora-P,19.306009,78.948623,,Health Sub Centre,100.0
TG-18-28,"SubCentre, Dhanora",Sub Centre,Kumurambheem Asifabad,Kerameri,Bheemangondi,19.43015,79.157675,,Health Sub Centre,100.0
TG-18-67,"SubCentre, Mediguda",Sub Centre,Kumurambheem Asifabad,Rebbena,Navegaon,19.338174,79.38879,,Health Sub Centre,100.0
TG-18-114,"SubCentre, Nagalkonda",Sub Centre,Kumurambheem Asifabad,Jainoor,Patnapur,19.47165,78.900504,,Health Sub Centre,100.0
TG-18-73,"SubCentre, Patnapur",Sub Centre,Kumurambheem Asifabad,Jainoor,Gudamamda,19.45991,78.923167,,Health Sub Centre,100.0
TG-18-78,"SubCentre, Pipri",Sub Centre,Kumurambheem Asifabad,Kerameri,Kotari,19.431843,79.18589,,Health Sub Centre,100.0
TG-18-83,"SubCentre, Rampur K",Sub Centre,Kumurambheem Asifabad,Jainoor,Forest,19.396385,78.800704,,Health Sub Centre,100.0
TG-18-125,"SubCentre, Satwajiguda",Sub Centre,Kumurambheem Asifabad,Dahegaon,Bhamanagar,19.223703,79.7484,,Health Sub Centre,100.0
TG-18-87,"SubCentre, Seetagondi",Sub Centre,Kumurambheem Asifabad,Sirpur_U,Pangdi,19.359142,79.002342,,Health Sub Centre,100.0
TG-8-34,Government General Hospital,Teaching Hospital,Kumurambheem Asifabad,Asifabad,Asifabad (CT),19.359888,79.291485,Director of Medical Education,Medical Colleges,100.0
TG-15-131,Uphc Navegoam basthi,Urban Primary Health Centre,Kumurambheem Asifabad,Kagaznagar,Kothapet,19.347417,79.477623,,Urban Primary Health Centre,100.0
TG-15-132,Uphc Sirsilk colony,Urban Primary Health Centre,Kumurambheem Asifabad,Kagaznagar,Kothapet,19.3553,79.4748,,Urban Primary Health Centre,100.0
TG-10-28,AH Maripeda,Area Hospital,Mahabubabad,Maripeda,Maripeda,17.386216,79.891825,TVVP,Area Hospital,100.0
TG-10-29,AH Thorrur,Area Hospital,Mahabubabad,Thorrur,Thorrur (CT),17.57248,79.67088,TVVP,Area Hospital,100.0
TG-13-209,Signal Colony BDK,Basti Dawakhana,Mahabubabad,Mahabubabad,Mahabubabad,17.603172,79.993294,,Basti Dawakhana,100.0
TG-16-32,CHC Garla,Community Health Centre,Mahabubabad,Garla,Garla,17.485542,80.140364,TVVP,Community Health Centre,100.0
TG-16-31,CHC Gudur,Community Health Centre,Mahabubabad,Gudur,Gudur,17.79904,79.97934,TVVP,Community Health Centre,100.0
TG-17-581,Primary Health Centre Dornakal,Primary Health Centre,Mahabubabad,Dornakal,Dornakal,17.429794,80.150458,,Primary Health Centre,100.0
TG-17-551,Primary Health Centre Gudur,Primary Health Centre,Mahabubabad,Gudur,Gajulagattu,17.793148,79.92714,,Primary Health Centre,100.0
TG-17-529,Primary Health Centre Inugurthy,Primary Health Centre,Mahabubabad,Inugurthy,Inugurthy,17.663993,79.79903,,Primary Health Centre,100.0
TG-17-545,Primary Health Centre Kesamudram,Primary Health Centre,Mahabubabad,Kesamudram,Kesamudram,17.688042,79.879677,,Primary Health Centre,100.0
TG-17-573,"Primary Health Centre, Balpal",Primary Health Centre,Mahabubabad,Kuravi,Balapala,17.470629,80.078461,,Primary Health Centre,100.0
TG-17-576,"Primary Health Centre, Bayyaram",Primary Health Centre,Mahabubabad,Bayyaram,Bayyaram,17.580534,80.1095,,Primary Health Centre,100.0
TG-17-515,"Primary Health Centre, Danthalapally",Primary Health Centre,Mahabubabad,Danthalapalle,Danthalapalle,17.521585,79.732786,,Primary Health Centre,100.0
TG-17-580,"Primary Health Centre, Gandhampalli",Primary Health Centre,Mahabubabad,Bayyaram,Gandhampalle,17.558964,80.141121,,Primary Health Centre,100.0
TG-17-569,"Primary Health Centre, Kambalpally",Primary Health Centre,Mahabubabad,Mahabubabad,Khambhalpalle,17.664587,80.052619,,Primary Health Centre,100.0
TG-17-571,"Primary Health Centre, Kothaguda",Primary Health Centre,Mahabubabad,Kothaguda,Kothagudem,17.910573,80.056429,,Primary Health Centre,100.0
TG-17-562,"Primary Health Centre, Kuravi",Primary Health Centre,Mahabubabad,Kuravi,Kuravi,17.522721,80.00231,,Primary Health Centre,100.0
TG-17-563,"Primary Health Centre, Malliyala",Primary Health Centre,Mahabubabad,Mahabubabad,Mahabubabad,17.579569,80.005262,,Primary Health Centre,100.0
TG-17-547,"Primary Health Centre, Marripeda",Primary Health Centre,Mahabubabad,Maripeda,Maripeda,17.38618,79.889357,,Primary Health Centre,100.0
TG-17-578,"Primary Health Centre, Mulkanoor",Primary Health Centre,Mahabubabad,Garla,Mulkanoor,17.511598,80.122794,,Primary Health Centre,100.0
TG-17-525,"Primary Health Centre, Nellikudur",Primary Health Centre,Mahabubabad,Inugurthy,Chinnanagaram,17.638253,79.784802,,Primary Health Centre,100.0
TG-17-503,"Primary Health Centre, Thorrur",Primary Health Centre,Mahabubabad,Thorrur,Thorrur (CT),17.572558,79.67091,,Primary Health Centre,100.0
TG-17-542,"Primary Health Centre, Uggampalle",Primary Health Centre,Mahabubabad,Chinnagudur,Uggampalle,17.497039,79.871159,,Primary Health Centre,100.0
TG-18-525,Agapet,Sub Centre,Mahabubabad,Danthalapalle,Agapet,17.489148,79.700721,,Health Sub Centre,100.0
TG-18-622,SubCentre Madapur,Sub Centre,Mahabubabad,Mahabubabad,Madhavpuram,17.524111,79.963818,,Health Sub Centre,100.0
TG-18-549,"SubCentre, Gudur",Sub Centre,Mahabubabad,Gudur,Gudur,17.79749,79.979416,,Health Sub Centre,100.0
TG-18-283,"SubCentre, Seethampeta",Sub Centre,Mahabubabad,Garla,Garla,17.531675,80.147743,,Health Sub Centre,100.0
TG-8-27,Government General Hospital,Teaching Hospital,Mahabubabad,Mahabubabad,Mahabubabad,17.594832,80.002121,Director of Medical Education,Medical Colleges,100.0
TG-15-133,Mahabubabad,Urban Primary Health Centre,Mahabubabad,Bayyaram,Bayyaram,17.606133,80.13206,,Urban Primary Health Centre,100.0
TG-10-31,AH Badepally,Area Hospital,Mahabubnagar,Jadcherla,Badepalle,16.765526,78.15814,TVVP,Area Hospital,100.0
TG-10-30,AH Devarakadra,Area Hospital,Mahabubnagar,Devarkadra,Devarkadara,16.623767,77.841559,TVVP,Area Hospital,100.0
TG-13-207,TD Gutta Community Hall,Basti Dawakhana,Mahabubnagar,Mahabubnagar_Urban,Mahbubnagar,16.750164,77.983833,,Basti Dawakhana,100.0
TG-13-208,Veerannapet Primary School Building,Basti Dawakhana,Mahabubnagar,Mahabubnagar_Urban,Mahbubnagar,16.743774,77.980873,,Basti Dawakhana,100.0
TG-16-33,CHC Balanagar,Community Health Centre,Mahabubnagar,Balanagar,Balanagar,16.952722,78.183444,TVVP,Community Health Centre,100.0
TG-17-77,"Primary Health Centre, Addakal",Primary Health Centre,Mahabubnagar,Addakal,Addakal,16.509668,77.930493,,Primary Health Centre,100.0
TG-17-134,"Primary Health Centre, Balanagar",Primary Health Centre,Mahabubnagar,Balanagar,Balanagar,16.953383,78.184045,,Primary Health Centre,100.0
TG-17-109,"Primary Health Centre, Bhoothpur",Primary Health Centre,Mahabubnagar,Bhoothpur,Amistapur,16.700591,78.044587,,Primary Health Centre,100.0
TG-17-50,"Primary Health Centre, Chinna Chintakunta",Primary Health Centre,Mahabubnagar,Chinna Chinta Kunta,Chinna Chinta Kunta,16.449424,77.808642,,Primary Health Centre,100.0
TG-17-56,"Primary Health Centre, Deverkadra",Primary Health Centre,Mahabubnagar,Devarkadra,Devarkadara,16.625113,77.843339,,Primary Health Centre,100.0
TG-17-111,"Primary Health Centre, Edira",Primary Health Centre,Mahabubnagar,Mahabubnagar_Urban,Yedira,16.749032,78.063106,,Primary Health Centre,100.0
TG-17-48,"Primary Health Centre, Gandeed",Primary Health Centre,Mahabubnagar,Gandeed,Gandeed,16.923653,77.802484,,Primary Health Centre,100.0
TG-17-140,"Primary Health Centre, Gangapur",Primary Health Centre,Mahabubnagar,Jadcherla,Gangapur,16.771587,78.192807,,Primary Health Centre,100.0
TG-17-76,"Primary Health Centre, Hanwada",Primary Health Centre,Mahabubnagar,Hanwada,Hanwada,16.805302,77.926401,,Primary Health Centre,100.0
TG-17-95,"Primary Health Centre, Janampet",Primary Health Centre,Mahabubnagar,Moosapet,Janampeta,16.63351,77.989687,,Primary Health Centre,100.0
TG-17-68,"Primary Health Centre, Manikonda",Primary Health Centre,Mahabubnagar,Mahabubnagar_Rural,Manikonda,16.71582,77.888643,,Primary Health Centre,100.0
TG-17-166,"Primary Health Centre, Midjil",Primary Health Centre,Mahabubnagar,Midjil,Midjil,16.741624,78.316497,,Primary Health Centre,100.0
TG-17-70,"Primary Health Centre, Mohammadabad",Primary Health Centre,Mahabubnagar,Mohammadabad,Mohammadabad,16.871434,77.891211,,Primary Health Centre,100.0
TG-17-104,"Primary Health Centre, Nawabpet",Primary Health Centre,Mahabubnagar,Nawabpet,Yenmanagandla,16.898226,78.027578,,Primary Health Centre,100.0
TG-17-62,"Primary Health Centre, Perur",Primary Health Centre,Mahabubnagar,Koukuntla,Perur,16.482857,77.867992,,Primary Health Centre,100.0
TG-17-130,"Primary Health Centre, Rajapur",Primary Health Centre,Mahabubnagar,Rajapur,Rajapur,16.863592,78.158525,,Primary Health Centre,100.0
TG-18-968,"SubCentre, Annasagar",Sub Centre,Mahabubnagar,Bhoothpur,Annasagar,16.660166,78.01169,,Health Sub Centre,100.0
TG-8-19,Government General Hospital,Teaching Hospital,Mahabubnagar,Mahabubnagar_Urban,Mahbubnagar,16.750942,78.008436,Director of Medical Education,Medical Colleges,100.0
TG-15-138,UPHC Jedcherla,Urban Primary Health Centre,Mahabubnagar,Jadcherla,Jadcherla,16.773531,78.137217,,Urban Primary Health Centre,100.0
TG-15-134,UPHC Kummarwadi,Urban Primary Health Centre,Mahabubnagar,Mahabubnagar_Urban,Mahbubnagar,16.743133,77.985263,,Urban Primary Health Centre,100.0
TG-15-135,UPHC Mothinagar,Urban Primary Health Centre,Mahabubnagar,Mahabubnagar_Urban,Boyapalle,16.762194,77.993314,,Urban Primary Health Centre,100.0
TG-15-137,UPHC Ramaiah Bowli,Urban Primary Health Centre,Mahabubnagar,Mahabubnagar_Urban,Mahbubnagar,16.73408,77.985836,,Urban Primary Health Centre,100.0
TG-15-136,Uphc Pathapalamoor,Urban Primary Health Centre,Mahabubnagar,Mahabubnagar_Urban,Mahbubnagar,16.731668,77.993643,,Urban Primary Health Centre,100.0
TG-10-32,AH Bellampally,Area Hospital,Mancherial,Bellampalle,Bellampalle,19.076895,79.484123,TVVP,Area Hospital,100.0
TG-10-33,AH Chennuru,Area Hospital,Mancherial,Chennur,Chennur,18.859837,79.792181,TVVP,Area Hospital,100.0
TG-13-210,CH Mepma Govt Building BDK Hamaliwada,Basti Dawakhana,Mancherial,Mancherial,Garmilla,18.880281,79.453542,,Basti Dawakhana,100.0
TG-13-212,Old Eng Exective Office of Housing Board at Saikunta,Basti Dawakhana,Mancherial,Mancherial,Garmilla,18.859791,79.45736,,Basti Dawakhana,100.0
TG-13-211,ST Community Hall at Ragadambala Basthi Bellampalli,Basti Dawakhana,Mancherial,Bellampalle,Bellampalle,19.057752,79.492917,,Basti Dawakhana,100.0
TG-16-34,CHC Laxettipet,Community Health Centre,Mancherial,Luxettipet,Luxettipet,18.892092,79.204613,TVVP,Community Health Centre,100.0
TG-17-524,"Primary Health Centre, Angrajpalle",Primary Health Centre,Mancherial,Chennur,Angarajpalle,18.805202,79.781722,,Primary Health Centre,100.0
TG-17-486,"Primary Health Centre, Bhimni",Primary Health Centre,Mancherial,Bheemini,Bheemini,19.198994,79.581239,,Primary Health Centre,100.0
TG-17-385,"Primary Health Centre, Dandepally",Primary Health Centre,Mancherial,Dandepalle,Dandepalle,18.993065,79.156472,,Primary Health Centre,100.0
TG-17-421,"Primary Health Centre, Hajipur",Primary Health Centre,Mancherial,Hajipur,Hajipur,18.86508,79.309783,,Primary Health Centre,100.0
TG-17-433,"Primary Health Centre, Jaipur",Primary Health Centre,Mancherial,Hajipur,Mulkalla,18.86976,79.37313,,Primary Health Centre,100.0
TG-17-447,"Primary Health Centre, Kasipet",Primary Health Centre,Mancherial,Kasipet,Muthempalle,19.029209,79.430856,,Primary Health Centre,100.0
TG-17-528,"Primary Health Centre, Kotapalle",Primary Health Centre,Mancherial,Kotapalle,Kotapalle,18.954099,79.792929,,Primary Health Centre,100.0
TG-17-490,"Primary Health Centre, Kundaram",Primary Health Centre,Mancherial,Jaipur,Kundaram,18.770019,79.612484,,Primary Health Centre,100.0
TG-17-457,"Primary Health Centre, Mandamarri",Primary Health Centre,Mancherial,Mandamarri,Mandamarri,18.995079,79.469315,,Primary Health Centre,100.0
TG-17-456,"Primary Health Centre, Naspur",Primary Health Centre,Mancherial,Naspur,Naspur,18.859951,79.468305,,Primary Health Centre,100.0
TG-17-493,"Primary Health Centre, Nennal",Primary Health Centre,Mancherial,Nennel,Nennal,19.07576,79.62161,,Primary Health Centre,100.0
TG-17-374,"Primary Health Centre, Tallapet",Primary Health Centre,Mancherial,Dandepalle,Tallapet,19.056015,79.09899,,Primary Health Centre,100.0
TG-17-449,"Primary Health Centre, Tandur",Primary Health Centre,Mancherial,Tandur,Tandur,19.157115,79.439973,,Primary Health Centre,100.0
TG-17-466,"Primary Health Centre, Thallagurijala",Primary Health Centre,Mancherial,Bellampalle,Bellampalle,19.074875,79.498425,,Primary Health Centre,100.0
TG-17-536,"Primary Health Centre, Vemanpally",Primary Health Centre,Mancherial,Vemanpalle,Vemanpally,19.098671,79.843195,,Primary Health Centre,100.0
TG-17-397,"Primary Health Centre, Venkatraopet",Primary Health Centre,Mancherial,Luxettipet,Venkataraopet,18.943081,79.195818,,Primary Health Centre,100.0
TG-17-349,"Primary Health Centre, jannaram",Primary Health Centre,Mancherial,Jannaram,Jannaram,19.125052,78.994017,,Primary Health Centre,100.0
TG-18-1,"SubCentre, Anandpur",Sub Centre,Mancherial,Kannepalli,Muthapur,19.141566,79.711241,,Health Sub Centre,100.0
TG-8-29,Government General Hospital,Teaching Hospital,Mancherial,Mancherial,Garmilla,18.871989,79.444732,Director of Medical Education,Medical Colleges,100.0
TG-15-142,UPHC Deepak Nagar,Urban Primary Health Centre,Mancherial,Mandamarri,Mandamarri,18.9871,79.47861,,Urban Primary Health Centre,100.0
TG-15-140,UPHC Old mancherial,Urban Primary Health Centre,Mancherial,Mancherial,Mancherial,18.87146,79.42875,,Urban Primary Health Centre,100.0
TG-15-139,UPHC Rajeevnagar,Urban Primary Health Centre,Mancherial,Mancherial,Mancherial,18.90253,79.45621,,Urban Primary Health Centre,100.0
TG-15-141,"UPHC Shamsheernagar ,Bellampally",Urban Primary Health Centre,Mancherial,Bellampalle,Bellampalle,19.08063,79.49004,,Urban Primary Health Centre,100.0
TG-10-34,AH Narsapur,Area Hospital,Medak,Narsapur,Narsapur,17.73575,78.282861,TVVP,Area Hospital,100.0
TG-10-35,AH medak,Area Hospital,Medak,Medak,Medak (R),18.048972,78.272806,TVVP,Area Hospital,100.0
TG-13-213,Golconda Medak CH,Basti Dawakhana,Medak,Medak,Medak (R),18.038799,78.260872,,Basti Dawakhana,100.0
TG-13-214,Pillikotyal Double Bed Room(Reallocated),Basti Dawakhana,Medak,Medak,Medak (R),18.018477,78.276505,,Basti Dawakhana,100.0
TG-16-37,CHC Ramayampet,Community Health Centre,Medak,Ramayampet,Ramayampet,18.114083,78.430444,TVVP,Community Health Centre,100.0
TG-16-35,CHC Toopran,Community Health Centre,Medak,Toopran,Toopran,17.830972,78.47825,TVVP,Community Health Centre,100.0
TG-16-36,CHC kowdipally,Community Health Centre,Medak,Kowdipally,Kowdipally,17.901417,78.205528,TVVP,Community Health Centre,100.0
TG-17-212,Primary Health Centre Chegunta,Primary Health Centre,Medak,Chegunta,Chegunta,17.976752,78.461236,,Primary Health Centre,100.0
TG-17-220,Primary Health Centre DongalDaramaram,Primary Health Centre,Medak,Ramayampet,Dongal Dharmaram,18.062518,78.499367,,Primary Health Centre,100.0
TG-17-144,Primary Health Centre Kowdipally,Primary Health Centre,Medak,Kowdipally,Kowdipally,17.901692,78.206073,,Primary Health Centre,100.0
TG-17-201,Primary Health Centre Narsingi,Primary Health Centre,Medak,Narsingi,Bheemraopally,18.02731,78.438836,,Primary Health Centre,100.0
